###MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
60698.56685,18.643,0.155,127,20,o,0,1.2,219.42633,2.2845,4438.91,4071.96,3.27,2.99,36.6,-0.384,19.07,20.33,01a60698o0646o
60698.59489,18.714,0.175,119,21,o,0,1.5,219.42633,2.2845,4503.68,4148.13,3.14,2.92,39.9,-0.389,18.81,19.99,01a60698o0704o
60698.59811,18.54,0.203,139,28,o,0,2.11,219.42633,2.2845,4524.25,4032.85,3.3,3.09,37.3,-0.369,18.38,19.35,01a60698o0711o
60700.59721,19.102,0.19,83,16,o,0,1.74,219.42633,2.2845,9906.39,598.82,2.37,1.62,-59,-0.501,19.45,20.71,02a60700o0851o
60700.59903,18.781,0.184,112,20,o,0,1.43,219.42633,2.2845,9921.73,636.98,2.16,1.43,-64,-0.552,19.53,20.73,02a60700o0855o
60700.6045,18.523,0.15,142,21,o,0,0.69,219.42633,2.2845,9861,558.98,2.03,1.44,-64.9,-0.559,19.46,20.75,02a60700o0867o
60700.6189,18.484,0.123,147,18,o,0,1.64,219.42633,2.2845,9837.63,675.84,2.27,1.59,-62.4,-0.511,19.53,20.78,02a60700o0898o
60701.09752,18.779,0.213,112,24,o,0,1.54,219.42633,2.2845,550.55,9835.96,2.67,2.35,-55.3,-0.447,19.21,20.49,03a60701o0722o
60701.10159,18.371,0.127,163,21,o,0,1.91,219.42633,2.2845,534.31,9796.54,2.71,2.37,-46.2,-0.446,19.2,20.5,03a60701o0731o
60701.10667,18.376,0.19,162,31,o,0,1.31,219.42633,2.2845,590.86,9875.27,2.83,2.59,-52,-0.443,19.16,20.39,03a60701o0742o
60701.11214,18.966,0.313,94,29,o,0,1.15,219.42633,2.2845,612.9,9757.35,2.73,2.37,-50.7,-0.446,19.01,20.05,03a60701o0754o
60705.08063,18.635,0.127,128,16,o,0,1.61,219.42633,2.2845,6380.46,9641.89,2.57,2.14,-43.5,-0.407,19.35,20.81,03a60705o0676o
60705.08379,18.593,0.133,133,18,o,0,1.3,219.42633,2.2845,6363.64,9602.48,2.64,2.21,-45,-0.404,19.36,20.78,03a60705o0683o
60705.09061,18.807,0.16,109,17,o,0,1.47,219.42633,2.2845,6421.19,9681.7,2.51,2.08,-45.3,-0.416,19.39,20.78,03a60705o0698o
60705.10545,19.053,0.194,87,17,o,0,1.3,219.42633,2.2845,6443.42,9566.39,2.46,2.11,-45.1,-0.416,19.42,20.79,03a60705o0730o
60707.34696,19.444,0.264,61,16,c,0,1.21,219.42633,2.2845,6424.01,5959.37,2.45,2.15,-62.4,-0.41,19.37,21.25,04a60707o0721c
60707.35012,20.302,0.541,28,15,c,0,1.33,219.42633,2.2845,6403.73,5920.89,2.46,2.09,-57.5,-0.404,19.45,21.27,04a60707o0728c
60707.35286,19.655,0.32,50,16,c,0,1,219.42633,2.2845,6462.11,5997.79,2.53,2.1,-56.6,-0.404,19.4,21.3,04a60707o0734c
60707.36588,19.218,0.18,75,13,c,0,1.6,219.42633,2.2845,6483.61,5883.34,2.51,2.13,-54.8,-0.415,19.42,21.31,04a60707o0762c
60707.38078,20.008,0.596,36,22,c,0,0.84,219.42633,2.2845,6441.82,5943.2,2.35,2.07,-52,-0.419,18.99,20.07,04a60707o0794c
60708.63037,20.024,0.406,36,14,c,0,1.09,219.42633,2.2845,2356.16,8581.28,2.33,2.22,12.4,-0.409,19.56,21.23,02a60708o0923c
60708.63549,18.955,0.164,95,16,c,0,1.58,219.42633,2.2845,2373.78,8619.5,2.41,2.26,4.2,-0.405,19.5,21.22,02a60708o0934c
60708.65702,20.762,0.76,18,14,c,0,1.81,219.42633,2.2845,2310.42,8544.92,2.45,2.28,17.8,-0.404,19.49,21.22,02a60708o0980c
60708.66387,19.515,0.284,57,16,c,0,1.12,219.42633,2.2845,2291.64,8659.75,2.42,2.26,11.1,-0.407,19.44,21,02a60708o0995c
60712.58254,19.336,0.171,67,12,c,0,1.62,219.42633,2.2845,2090.99,2753.16,2.49,2.31,39,-0.409,19.5,21.38,02a60712o0790c
60712.58971,20.129,0.335,32,11,c,0,2.2,219.42633,2.2845,2103.06,2793.94,2.52,2.33,38.6,-0.405,19.52,21.39,02a60712o0805c
60712.59804,19.349,0.222,66,15,c,0,1.14,219.42633,2.2845,2044.22,2713.8,2.44,2.28,36.1,-0.408,19.58,21.43,02a60712o0823c
60712.60122,17.685,0.039,306,12,c,0,22.85,219.42633,2.2845,2025.24,2830.52,2.49,2.3,41.8,-0.41,19.58,21.44,02a60712o0830c
60714.54899,18.481,0.116,147,17,o,0,1.91,219.42633,2.2845,2122.13,3721.49,2.8,2.58,41.5,-0.403,19.07,20.06,01a60714o0718o
60714.55644,19.129,0.23,81,19,o,0,1.14,219.42633,2.2845,2106.79,3685.17,2.63,2.47,38.3,-0.422,19.19,20.17,01a60714o0734o
60714.55828,18.683,0.148,122,18,o,0,1.38,219.42633,2.2845,2165.21,3762.46,2.76,2.71,40.7,-0.421,19.13,20.21,01a60714o0738o
60714.57984,18.728,0.135,117,16,o,0,1.95,219.42633,2.2845,2186.16,3648.77,3.3,3.04,30.8,-0.385,19.28,20.86,01a60714o0783o
60715.32355,18.636,0.173,128,22,o,0,1.26,219.42633,2.2845,2038.85,3753.07,2.13,2.02,-89,-0.413,19.11,20.48,04a60715o0678o
60715.34675,18.928,0.21,98,20,o,0,0.95,219.42633,2.2845,2024.98,3714.89,2.04,1.93,-43.6,-0.435,19.12,20.47,04a60715o0726o
60715.35038,18.358,0.123,165,20,o,0,1.02,219.42633,2.2845,2083.67,3792.32,2.1,1.92,-42.6,-0.422,19.17,20.48,04a60715o0734o
60715.36262,19.089,0.278,84,23,o,0,0.71,219.42633,2.2845,2101.56,3676.83,2.04,1.92,-39.1,-0.432,19.18,20.54,04a60715o0760o
60715.38736,19.4,0.344,63,22,o,0,0.97,219.42633,2.2845,2063.69,3735.9,2.02,1.88,-53.5,-0.416,18.99,20.11,04a60715o0814o
60716.55186,18.479,0.135,147,20,o,0,1.65,219.42633,2.2845,8324.98,2948.98,1.97,1.94,29,-0.431,18.89,19.43,02a60716o0751o
60716.55461,18.525,0.193,141,27,o,0,1.24,219.42633,2.2845,8343.93,2987.46,2.27,2.12,41.6,-0.366,18.43,18.87,02a60716o0757o
60716.55783,18.603,0.164,131,22,o,0,1.19,219.42633,2.2845,8285.07,2909.96,2,1.96,27.4,-0.419,18.86,19.4,02a60716o0764o
60716.5651,18.558,0.198,137,27,o,0,1.17,219.42633,2.2845,8261.75,3026.66,2.13,2.02,30.1,-0.403,18.71,19.14,02a60716o0780o
60718.55348,18.574,0.191,135,26,o,0,0.99,219.42633,2.2845,6406.94,4019.11,2.64,2.49,38.4,-0.388,18.71,19.09,01a60718o0546o
60718.55531,18.817,0.235,108,25,o,0,1.27,219.42633,2.2845,6386.77,3978.82,2.57,2.46,40.3,-0.39,18.74,19.1,01a60718o0550o
60718.55897,18.533,0.194,140,27,o,0,1.13,219.42633,2.2845,6444.33,4056.36,2.72,2.56,43.6,-0.384,18.71,19.12,01a60718o0558o
60718.56538,18.856,0.22,104,23,o,0,1.5,219.42633,2.2845,6467.76,3940.41,2.55,2.38,38.4,-0.398,18.78,19.15,01a60718o0572o
60719.28503,18.912,0.474,99,47,o,0,0.75,219.42633,2.2845,6323.9,4025.86,2.19,2.11,-74.5,-0.505,18.19,18.36,04a60719o0603o
60719.29044,19.457,0.595,60,36,o,0,1.73,219.42633,2.2845,6305.57,3988.27,2.12,1.96,-41.9,-0.475,18.24,18.44,04a60719o0613o
60719.29363,18.556,0.296,137,41,o,0,0.88,219.42633,2.2845,6363.6,4065.25,2.07,1.94,-35.1,-0.476,18.27,18.46,04a60719o0620o
60719.30409,19.248,0.503,73,36,o,0,0.99,219.42633,2.2845,6384.24,3950.31,2.16,2.03,-44.4,-0.485,18.29,18.53,04a60719o0643o
60720.51447,18.918,0.259,98,25,o,0,1.36,219.42633,2.2845,7956.21,707.97,2.07,1.69,-56.8,-0.482,18.67,18.98,02a60720o0673o
60720.52571,18.663,0.198,124,25,o,0,1.81,219.42633,2.2845,7974.94,747.48,2,1.67,-59.1,-0.49,18.74,19.06,02a60720o0696o
60720.5289,18.591,0.189,133,25,o,0,1.32,219.42633,2.2845,7916.72,669.66,1.99,1.65,-60.7,-0.483,18.78,19.08,02a60720o0703o
60720.53434,18.658,0.193,125,24,o,0,0.92,219.42633,2.2845,7894.41,787.27,1.96,1.69,-61.4,-0.481,18.76,19.14,02a60720o0715o
60721.02812,18.958,0.344,95,33,o,0,1.52,219.42633,2.2845,2510.29,9768.47,2.64,2.29,-51,-0.387,18.38,18.69,03a60721o0599o
60721.04126,18.836,0.295,106,31,o,0,1.14,219.42633,2.2845,2491.68,9727.8,2.64,2.28,-44.3,-0.388,18.53,18.89,03a60721o0627o
60721.04441,18.651,0.276,126,35,o,0,0.96,219.42633,2.2845,2547.75,9806.64,2.63,2.3,-50.6,-0.382,18.48,18.92,03a60721o0634o
60721.04984,18.879,0.335,102,34,o,0,1.36,219.42633,2.2845,2571.15,9689.51,2.63,2.29,-43.6,-0.379,18.51,18.95,03a60721o0646o
60726.44141,18.403,0.138,158,22,o,0,1.38,219.42633,2.2845,10201.15,1897.93,2.76,2.32,-58.9,-0.407,18.88,19.69,01a60726o0506o
60726.44423,18.819,0.216,108,23,o,0,1.39,219.42633,2.2845,10181.14,1856.31,2.76,2.37,-64.9,-0.399,18.87,19.72,01a60726o0512o
60726.44937,19.328,0.37,67,25,o,0,1.03,219.42633,2.2845,10241.14,1933.74,2.71,2.3,-59,-0.414,18.85,19.72,01a60726o0523o
60726.48562,18.483,0.165,147,24,o,0,0.8,219.42633,2.2845,10275,1807.44,2.37,2,-62.2,-0.419,19.14,19.86,01a60726o0597o
60726.58102,19.129,0.212,81,17,o,0,1.23,219.42633,2.2845,69.42,1867.3,2.51,2.36,47.4,-0.385,19.37,20.51,01a60726o0798o
60726.58331,18.748,0.136,115,16,o,0,1.52,219.42633,2.2845,51.04,1827.52,2.51,2.39,50.3,-0.369,19.35,20.51,01a60726o0803o
60726.58606,18.879,0.154,102,16,o,0,1.25,219.42633,2.2845,111.08,1907.34,2.45,2.33,48,-0.375,19.37,20.45,01a60726o0809o
60726.59202,18.814,0.156,108,17,o,0,1.17,219.42633,2.2845,127.02,1789.57,2.48,2.34,50.7,-0.378,19.33,20.43,01a60726o0822o
60727.65915,19.136,0.235,80,19,o,0,1.68,219.42633,2.2845,10523.29,8637.63,2.76,2.5,32.8,-0.424,19.13,20.17,01a60727o0940o
60727.6646,18.872,0.314,103,32,o,0,0.86,219.42633,2.2845,10506.84,8753.72,2.61,2.52,-57.6,-0.44,18.69,19.05,01a60727o0950o
60729.02572,19.374,0.274,65,18,o,0,1.44,219.42633,2.2845,8328.55,5912.87,2.3,1.99,-55.9,-0.413,19.23,20.42,03a60729o0587o
60729.02752,18.872,0.154,103,16,o,0,1.87,219.42633,2.2845,8309.88,5873.94,2.25,1.94,-56,-0.421,19.24,20.42,03a60729o0591o
60729.03069,19.278,0.271,71,19,o,0,1.13,219.42633,2.2845,8366.44,5952.69,2.3,1.98,-55.7,-0.412,19.24,20.43,03a60729o0598o
60729.04084,19.077,0.207,85,18,o,0,0.99,219.42633,2.2845,8392.23,5837.14,2.39,2.12,-59.4,-0.412,19.2,20.48,03a60729o0620o
60731.33986,19.067,0.272,86,23,o,0,0.62,219.42633,2.2845,8259.76,3922.06,2.36,2.02,-14.7,-0.462,19.27,20.69,04a60731o0734o
60731.34168,18.699,0.188,120,23,o,0,0.92,219.42633,2.2845,8241.48,3883.77,2.24,2.13,-36.4,-0.466,19.3,20.69,04a60731o0738o
60731.34581,18.634,0.156,128,20,o,0,1.94,219.42633,2.2845,8300.04,3961.26,2.09,2.05,-38.2,-0.497,19.29,20.67,04a60731o0747o
60731.36089,18.923,0.184,98,18,o,0,1.01,219.42633,2.2845,8317.7,3845.73,2.33,2.02,-19.5,-0.447,19.3,20.7,04a60731o0780o
60732.55715,18.941,0.153,96,15,o,0,2.16,219.42633,2.2845,10448.51,6734.13,2.31,1.89,-58.5,-0.483,19.61,20.84,02a60732o0749o
60732.55897,18.472,0.132,148,20,o,0,1.24,219.42633,2.2845,10468.48,6772.15,2.26,1.91,-58.5,-0.484,19.6,20.83,02a60732o0753o
60732.58138,19.513,0.235,57,13,o,0,1.9,219.42633,2.2845,10403.84,6694.31,2.2,1.95,-54.4,-0.465,19.55,20.83,02a60732o0801o
60732.58411,19.267,0.232,71,16,o,0,1.47,219.42633,2.2845,10383.68,6812.62,2.26,1.93,-58.9,-0.474,19.59,20.81,02a60732o0807o
60732.63445,18.521,0.13,142,18,o,0,1.24,219.42633,2.2845,10250.06,3836.47,2.19,1.85,-54.6,-0.479,19.55,20.73,02a60732o0915o
60732.65627,19.216,0.257,75,19,o,0,1.47,219.42633,2.2845,10221.08,3790.59,2.16,1.86,-48.6,-0.495,19.36,20.42,02a60732o0961o
60732.65895,19.209,0.255,75,19,o,0,1.31,219.42633,2.2845,10278.86,3869.32,2.19,1.87,-50.2,-0.473,19.25,20.14,02a60732o0966o
60732.66499,19.281,0.521,70,37,o,0,0.94,219.42633,2.2845,10299.02,3753.7,2.17,1.79,-52.3,-0.505,18.54,18.73,02a60732o0978o
60733.06949,19.675,0.288,49,14,c,0,1.55,219.42633,2.2845,149.79,3711.31,2.37,2.25,-53.8,-0.396,19.5,21.35,03a60733o0700c
60733.07131,19.566,0.267,54,14,c,0,1.69,219.42633,2.2845,130.2,3671.56,2.38,2.27,-50.1,-0.383,19.48,21.35,03a60733o0704c
60733.07447,20.122,0.455,32,15,c,0,1.12,219.42633,2.2845,189.05,3749.91,2.46,2.32,-42.3,-0.38,19.48,21.38,03a60733o0711c
60733.07763,19.722,0.316,47,15,c,0,1.22,219.42633,2.2845,10243.89,3925.31,2.48,2.18,-56.3,-0.363,19.5,21.39,03a60733o0718c
60733.08,19.094,0.17,84,14,c,0,1.45,219.42633,2.2845,214.3,3633.66,2.45,2.28,-48.8,-0.385,19.5,21.4,03a60733o0723c
60733.0809,19.591,0.308,53,16,c,0,1.11,219.42633,2.2845,10225.07,3886.27,2.53,2.31,-55.4,-0.373,19.45,21.39,03a60733o0725c
60733.08407,20.187,0.358,31,11,c,0,2.36,219.42633,2.2845,10283.51,3964.94,2.5,2.28,-51.3,-0.365,19.46,21.37,03a60733o0732c
60733.09758,19.403,0.264,63,17,c,0,1.06,219.42633,2.2845,10315.24,3851.45,2.49,2.24,-48.1,-0.365,19.46,21.34,03a60733o0761c
60734.6149,18.873,0.135,102,14,o,0,1.8,219.42633,2.2845,3999.57,2701.2,2.53,2.22,36.9,-0.427,19.66,21.06,01a60734o0681o
60734.62045,18.973,0.149,94,14,o,0,1.28,219.42633,2.2845,4020.12,2738.74,2.57,2.24,37.6,-0.42,19.64,21.04,01a60734o0693o
60734.64969,18.908,0.147,99,15,o,0,1.82,219.42633,2.2845,3960.08,2654.02,2.54,2.23,48.8,-0.429,19.56,20.77,01a60734o0754o
60734.65388,19.077,0.203,85,17,o,0,1.2,219.42633,2.2845,3940.28,2770.52,2.55,2.21,47,-0.43,19.43,20.45,01a60734o0763o
60735.295,18.726,0.368,117,43,o,0,0.97,219.42633,2.2845,6537.85,7890.23,2.36,2.1,-39.7,-0.476,18.39,19.17,04a60735o0568o
60735.29681,22.533,12.15,4,43,o,0,1.06,219.42633,2.2845,6515.21,7851.5,2.36,2.09,-40.7,-0.423,18.47,19.25,04a60735o0572o
60735.29997,19.151,0.473,79,38,o,0,1.39,219.42633,2.2845,6573.26,7929.12,2.22,1.99,-38.4,-0.432,18.51,19.17,04a60735o0579o
60735.30633,19.411,0.755,62,47,o,0,0.66,219.42633,2.2845,6591.72,7813.61,2.42,2.1,-55,-0.394,18.25,18.88,04a60735o0593o
60737.06145,-21.172,3.088,-12,38,c,0,0.94,219.42633,2.2845,6302.37,2105.7,2.51,2.3,-49.3,-0.406,18.35,19.8,03a60737o0614c
60737.06691,19.337,0.407,67,27,c,0,1.51,219.42633,2.2845,6285.56,2066.76,2.4,2.16,-50.3,-0.415,18.62,20.24,03a60737o0626c
60737.09796,21.732,2.184,7,16,c,0,0.89,219.42633,2.2845,6359.99,2146.25,2.36,2.12,-51,-0.411,19.41,20.99,03a60737o0693c
60737.10248,20.076,0.391,34,13,c,0,1.89,219.42633,2.2845,6385.64,2030.7,2.35,2.15,-43.3,-0.422,19.38,20.93,03a60737o0703c
60737.14572,-22.803,7.812,-3,22,c,0,1.29,219.42633,2.2845,4211.32,8464.31,2.6,2.33,-46.9,-0.354,18.76,19.64,03a60737o0796c
60738.59847,16.15,0.009,1259,12,o,0,368.13,219.42633,2.2845,8393.86,4901.5,2.87,2.56,13.5,-0.382,19.58,21.24,01a60738o0831o
60738.63365,19.06,0.146,86,13,o,0,3.4,219.42633,2.2845,8413.3,4933.95,2.71,2.5,34.9,-0.395,19.61,21.16,01a60738o0907o
60738.6591,19.026,0.299,89,27,o,0,1.03,219.42633,2.2845,8350.64,4852.95,2.74,2.5,37.4,-0.382,18.61,19.02,01a60738o0960o
60739.25068,18.61,0.18,131,24,o,0,1,219.42633,2.2845,2150.31,5681.83,2.18,1.97,-60.8,-0.459,19.18,20.55,04a60739o0559o
60739.25249,19.069,0.214,86,18,o,0,1.61,219.42633,2.2845,2129.53,5643.46,2.14,1.95,-78.9,-0.437,19.22,20.62,04a60739o0563o
60739.25565,19.226,0.304,74,22,o,0,1.53,219.42633,2.2845,2188.54,5721.13,2.24,2.02,-63.9,-0.44,19.2,20.65,04a60739o0570o
60739.26112,19.22,0.283,74,21,o,0,1.01,219.42633,2.2845,2207.89,5605.44,2.14,1.92,-81.7,-0.437,19.26,20.64,04a60739o0582o
60740.9246,-18.092,4.969,-210,1046,c,0,1.34,219.42633,2.2845,1985.51,1688.82,3.24,3.1,-28.9,-0.368,17.96,20.18,03a60741o0398c
60742.5122,19.014,0.2,90,18,o,0,1.21,219.42633,2.2845,8500.96,9553.7,2.64,2.61,-84.7,-0.437,19.27,20.25,01a60742o0625o
60742.51403,19.469,0.302,59,18,o,0,1.2,219.42633,2.2845,8480.23,9514.29,2.6,2.55,86.1,-0.442,19.26,20.27,01a60742o0629o
60742.51769,19.119,0.208,82,17,o,0,1.38,219.42633,2.2845,8539.61,9592.92,2.73,2.65,85.2,-0.43,19.25,20.33,01a60742o0637o
60742.53772,19.175,0.194,78,15,o,0,1.7,219.42633,2.2845,8566.01,9474.01,2.53,2.46,-51.7,-0.444,19.52,20.72,01a60742o0678o
60743.25514,19.147,0.3,80,24,o,0,0.99,219.42633,2.2845,8445.36,9540.67,2.22,1.95,-7.3,-0.456,19.2,20.47,04a60743o0576o
60743.25695,18.355,0.139,165,23,o,0,1.69,219.42633,2.2845,8424.2,9501.69,2.28,2,-14,-0.445,19.16,20.55,04a60743o0580o
60743.27642,19.003,0.297,91,27,o,0,1.13,219.42633,2.2845,8500.72,9466.68,2.32,2.18,-44.4,-0.476,19.19,20.54,04a60743o0621o
60744.99678,18.923,0.256,98,25,o,0,0.98,219.42633,2.2845,4472.07,6022.93,2.31,2.06,-55,-0.394,18.83,19.63,03a60745o0571o
60744.99905,20.164,0.782,31,24,o,0,0.9,219.42633,2.2845,4453.44,5984.24,2.23,2.04,-52.6,-0.388,18.86,19.64,03a60745o0576o
60745.00222,19.271,0.284,71,20,o,0,1.35,219.42633,2.2845,4509.87,6063.26,2.28,2.09,-56.7,-0.398,18.87,19.66,03a60745o0583o
60745.01401,18.865,0.244,103,25,o,0,0.82,219.42633,2.2845,4536.96,5947.3,2.37,2.17,-50.4,-0.389,18.87,19.72,03a60745o0608o
60746.50873,18.891,0.236,101,24,o,0,1.25,219.42633,2.2845,4667.67,7984.24,3.13,2.73,14.3,-0.347,18.72,19.39,01a60746o0557o
60746.51055,19.119,0.31,82,25,o,0,1.04,219.42633,2.2845,4647.64,7945.36,3.11,2.74,16.3,-0.335,18.75,19.4,01a60746o0561o
60746.51378,19.274,0.25,71,18,o,0,2.37,219.42633,2.2845,4705.23,8022.5,2.85,2.61,20.6,-0.361,18.79,19.37,01a60746o0568o
60746.51947,18.688,0.177,122,22,o,0,1.28,219.42633,2.2845,4725.94,7906,3.02,2.67,22.6,-0.343,18.76,19.42,01a60746o0580o
60747.22459,19.616,0.827,52,43,o,0,1.39,219.42633,2.2845,4604.66,7988.37,2.22,1.86,-65.5,-0.41,18.14,18.45,04a60747o0519o
60747.2264,19.832,1.295,42,55,o,0,0.72,219.42633,2.2845,4583.93,7950.14,2.28,1.94,-59.7,-0.421,18.14,18.46,04a60747o0523o
60747.22914,20.599,1.893,21,40,o,0,1.42,219.42633,2.2845,4642.91,8027.49,2.26,1.9,-61.3,-0.406,18.18,18.48,04a60747o0529o
60747.23675,18.79,0.43,111,48,o,0,0.95,219.42633,2.2845,4662.36,7912.3,2.24,2.04,-53.6,-0.42,18.14,18.51,04a60747o0545o
60749.01792,20.718,1.935,19,36,o,0,1.19,219.42633,2.2845,4419.63,4092.2,2.33,2.15,-47,-0.407,18.23,18.55,03a60749o0024o
60749.01973,19.331,0.556,67,37,o,0,1.07,219.42633,2.2845,4401.15,4052.92,2.39,2.17,-39.2,-0.407,18.2,18.56,03a60749o0028o
60749.03061,19.073,0.411,85,35,o,0,1.05,219.42633,2.2845,4462.58,4131.73,2.39,2.14,-44.4,-0.389,18.22,18.57,03a60749o0052o
60749.03604,19.934,1.178,39,46,o,0,0.89,219.42633,2.2845,4489.38,4016.37,2.73,2.27,-9.1,-0.383,18.01,18.28,03a60749o0064o
60753.12694,18.845,0.342,105,36,o,0,0.94,219.42633,2.2845,10351.74,4912.93,2.54,2.14,-51.1,-0.352,18.41,18.65,03a60753o0564o
60753.13454,19.584,0.58,53,31,o,0,1.23,219.42633,2.2845,10372.15,4949.54,2.58,2.06,-61.4,-0.324,18.38,18.63,03a60753o0580o
60753.13821,20.799,2.046,17,36,o,0,1.01,219.42633,2.2845,10314.83,4871.96,2.62,2.1,-60.9,-0.345,18.37,18.62,03a60753o0588o
60753.1569,18.689,0.453,122,55,o,0,0.98,219.42633,2.2845,10294.23,4985.74,2.71,2.17,-59.7,-0.343,17.83,17.65,03a60753o0628o
60755.27215,19.952,0.744,38,28,o,0,0.95,219.42633,2.2845,6497.69,9647.38,2.28,1.98,-53,-0.421,18.92,20.06,04a60755o0623o
60755.27395,18.523,0.166,142,24,o,0,1.07,219.42633,2.2845,6480.2,9608.44,2.46,2.03,-61,-0.418,18.89,20.05,04a60755o0627o
60755.27941,18.56,0.218,137,30,o,0,1.3,219.42633,2.2845,6537.77,9687,2.46,2.04,-58.5,-0.467,18.88,20.04,04a60755o0639o
60755.31075,18.435,0.229,153,35,o,0,0.85,219.42633,2.2845,6553.78,9573.32,2.34,1.92,-63.5,-0.466,18.88,19.89,04a60755o0707o
60756.51576,19.567,0.343,54,19,o,0,1.04,219.42633,2.2845,4112.22,4602.87,2.37,1.7,34.3,-0.448,19.41,20.4,02a60756o0137o
60756.51893,19.093,0.17,84,14,o,0,1.55,219.42633,2.2845,4131.12,4641.51,2.32,1.69,32.1,-0.449,19.43,20.4,02a60756o0144o
60756.52211,18.986,0.157,92,14,o,0,1.34,219.42633,2.2845,4072,4565.19,2.23,1.67,27,-0.461,19.42,20.39,02a60756o0151o
60756.52753,19.302,0.24,69,16,o,0,1.53,219.42633,2.2845,4049.93,4679.91,2.21,1.71,29.5,-0.454,19.42,20.37,02a60756o0163o
60758.56795,19.256,0.22,72,16,o,0,1.73,219.42633,2.2845,2371.42,8613.14,2.61,2.42,61,-0.42,19.57,20.85,01a60758o0462o
60758.57163,18.919,0.166,98,16,o,0,1.31,219.42633,2.2845,2388.99,8651.53,2.6,2.41,64.2,-0.422,19.54,20.84,01a60758o0470o
60758.57856,19.795,0.335,44,15,o,0,1.54,219.42633,2.2845,2330.41,8573.83,2.58,2.38,57.8,-0.43,19.57,20.87,01a60758o0485o
60758.59221,18.885,0.172,101,17,o,0,1.37,219.42633,2.2845,2311.61,8688.67,2.63,2.41,70.3,-0.421,19.54,20.84,01a60758o0513o
60759.32453,19.613,0.405,52,21,o,0,1.23,219.42633,2.2845,2370.89,8562.36,2.66,2.1,-73.2,-0.399,19.04,20.45,04a60759o0671o
60759.32816,18.819,0.172,108,18,o,0,2.23,219.42633,2.2845,2388.52,8602.21,2.61,2.04,-71.4,-0.417,19.07,20.45,04a60759o0679o
60759.33769,19.723,0.416,47,20,o,0,1.19,219.42633,2.2845,2330.56,8524.41,2.7,2.12,-72.1,-0.385,18.97,20.42,04a60759o0700o
60759.36782,18.838,0.222,106,24,o,0,1.11,219.42633,2.2845,2312.11,8642.16,2.85,2.22,-75,-0.392,18.93,20.38,04a60759o0764o
60761.0046,19.469,0.334,59,20,o,0,0.77,219.42633,2.2845,4375.38,2159.67,2.3,2.17,-51.3,-0.414,19.27,20.71,03a60761o0622o
60762.44847,19.514,0.309,57,18,o,0,1.23,219.42633,2.2845,8540.84,7798.67,3,2.92,24.3,-0.389,19.26,20.61,01a60762o0504o
60762.45032,18.942,0.173,96,17,o,0,1.28,219.42633,2.2845,8523.58,7759.68,2.71,2.59,35,-0.417,19.37,20.63,01a60762o0508o
60762.45399,20.051,0.417,35,14,o,0,1.51,219.42633,2.2845,8582.46,7837.07,2.87,2.8,12.2,-0.418,19.32,20.68,01a60762o0516o
60762.47647,19.021,0.145,90,13,o,0,2.17,219.42633,2.2845,8604.96,7720.48,2.64,2.57,70.2,-0.439,19.53,20.86,01a60762o0564o
60763.22128,-21.785,2.412,-7,17,c,0,1.43,219.42633,2.2845,8471.08,7793.99,2.7,2.33,-41.5,-0.411,19.35,21.19,04a60763o0477c
60763.25227,19.233,0.227,74,17,c,0,1.14,219.42633,2.2845,8450.23,7760.49,2.82,2.31,-53.5,-0.431,19.31,21.2,04a60763o0544c
60763.25544,19.848,0.5,42,21,c,0,0.99,219.42633,2.2845,8508.41,7838.26,2.79,2.31,-45.6,-0.453,19.36,21.21,04a60763o0551c
60763.28354,19.616,0.309,52,16,c,0,1.55,219.42633,2.2845,2016.5,2830.42,2.33,2.01,46.6,-0.41,19.36,21.21,04a60763o0612c
60767.17902,19.7,0.331,48,16,c,0,1.5,219.42633,2.2845,2245.26,7621.71,2.57,2.05,-74.5,-0.397,19.33,21.13,04a60767o0455c
60767.1813,19.596,0.298,53,16,c,0,1.39,219.42633,2.2845,2224.11,7583.6,2.64,2.09,-75.9,-0.393,19.29,21.12,04a60767o0460c
60767.20456,19.721,0.348,47,16,c,0,0.91,219.42633,2.2845,2281.26,7663.87,2.61,2.06,-77.2,-0.398,19.39,21.26,04a60767o0510c
60767.21096,20.248,0.518,29,15,c,0,1.29,219.42633,2.2845,2300.81,7547.49,2.65,2.1,-76,-0.4,19.33,21.25,04a60767o0524c
60769.04177,19.956,0.428,38,16,o,0,1.12,219.42633,2.2845,4179.61,6513,2.26,1.97,-48.7,-0.399,19.36,20.63,03a60769o0342o
60769.04539,19.795,0.358,44,16,o,0,1.78,219.42633,2.2845,4199.48,6552.36,2.32,2,-52.7,-0.39,19.33,20.62,03a60769o0350o
60769.05084,19.57,0.355,54,19,o,0,0.96,219.42633,2.2845,4144.46,6473.67,2.25,2.03,-49.5,-0.467,19.32,20.57,03a60769o0362o
60769.06356,19.313,0.265,68,18,o,0,0.99,219.42633,2.2845,4124.1,6590.56,2.26,1.98,-48.4,-0.404,19.3,20.58,03a60769o0390o
60770.47296,17.712,0.389,298,116,o,0,1.23,219.42633,2.2845,2683.64,9836.6,2.44,2.33,76.8,-0.409,17.38,18.31,01a60770o0538o
