###MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
57842.64707,20.204,6.364,30,192,o,0,1.4,219.42633,2.2845,6383.78,7466.89,3.95,3.62,-26.5,-0.474,17.5,18.05,01a57842o0828o
57844.53688,19.99,0.538,37,20,c,0,2.1,219.42633,2.2845,4323.5,4816.46,4.09,3.79,10.9,-0.385,19.54,21.58,02a57844o0579c
57844.57056,22.131,3.643,5,19,c,0,2.43,219.42633,2.2845,4361.87,4854.25,3.81,3.66,81.4,-0.387,19.58,21.55,02a57844o0642c
57844.58726,-21.51,2.04,-9,18,c,0,2.4,219.42633,2.2845,4383.76,4737.04,3.8,3.62,77.8,-0.388,19.57,21.52,02a57844o0674c
57844.60639,22.078,3.857,5,21,c,0,1.91,219.42633,2.2845,4345.96,4793.65,3.89,3.72,79.6,-0.384,19.5,21.44,02a57844o0709c
57845.59135,17.833,0.111,267,30,o,0,9.42,219.42633,2.2845,7619.87,7313.51,3.59,3.39,-13.7,-0.491,18.97,20.88,01a57845o0700o
57845.60672,18.297,0.171,174,30,o,0,6.86,219.42633,2.2845,7639.79,7352.14,3.72,3.51,-15.5,-0.481,18.92,20.86,01a57845o0729o
57845.62258,21.053,2.474,14,34,o,0,3.29,219.42633,2.2845,7580.19,7274.99,4,3.8,-22.7,-0.478,18.81,20.8,01a57845o0759o
57845.63792,-19.986,1.24,-37,46,o,0,2.11,219.42633,2.2845,7562.04,7391.3,4.08,3.77,-19.5,-0.467,18.36,19.92,01a57845o0788o
57846.60405,22.701,9.8,3,30,o,0,2.83,219.42633,2.2845,6354.56,6615.07,3.67,3.44,-24.3,-0.469,18.98,20.97,01a57846o0509o
57846.61992,20.817,1.857,17,32,o,0,3.6,219.42633,2.2845,6294.53,6538.21,3.68,3.49,-26.7,-0.474,18.91,20.84,01a57846o0539o
57846.63571,19.873,0.969,41,40,o,0,2.91,219.42633,2.2845,6276.97,6653.52,3.72,3.49,-24.4,-0.468,18.58,20.19,01a57846o0569o
57849.56077,-19.774,0.612,-45,27,o,0,2.48,219.42633,2.2845,6609.3,5780.89,3.4,3.29,4.9,-0.486,19.07,21.02,01a57849o0686o
57849.57551,-19.732,0.655,-46,30,o,0,1.98,219.42633,2.2845,6631.02,5818.79,3.4,3.36,-44,-0.486,19.05,21.01,01a57849o0716o
57849.58992,18.956,0.329,95,31,o,0,2.96,219.42633,2.2845,6569.06,5743.33,3.55,3.47,-22.1,-0.477,18.99,20.97,01a57849o0745o
57849.60478,21.964,4.818,6,29,o,0,1.65,219.42633,2.2845,6551.73,5857.97,3.44,3.33,-21.3,-0.482,19.01,20.93,01a57849o0775o
57852.44178,19.035,0.483,88,43,o,0,1.62,219.42633,2.2845,6997.05,5634.82,3.6,3.37,-88.4,-0.433,17.8,18.28,02a57852o0427o
57852.45925,20.293,1.705,28,47,o,0,1.45,219.42633,2.2845,7022,5673.93,3.51,3.31,-82.5,-0.448,17.78,18.22,02a57852o0460o
57852.47671,20.156,1.337,31,42,o,0,1.65,219.42633,2.2845,6957.5,5599.21,3.56,3.37,-87.1,-0.451,17.75,18.21,02a57852o0493o
57852.4846,-19.623,0.801,-51,41,o,0,1.01,219.42633,2.2845,3553.64,4735.17,3.57,3.48,20.2,-0.44,17.84,18.4,02a57852o0509o
57852.50327,-19.393,0.721,-64,46,o,0,0.86,219.42633,2.2845,3512.79,4794.91,3.42,3.37,18,-0.445,17.88,18.41,02a57852o0546o
57857.5551,18.086,0.413,212,88,o,0,1.8,219.42633,2.2845,6482.11,4778.85,3.33,3.16,-47.8,-0.497,17.51,18.12,01a57857o0554o
57857.56853,19.349,2.029,66,134,o,0,0.97,219.42633,2.2845,6503.43,4817.17,3.46,3.27,-45.1,-0.49,17.22,17.77,01a57857o0581o
57857.5823,-21.505,24.154,-9,219,o,0,0.95,219.42633,2.2845,6441.63,4739.39,3.36,3.16,-44.2,-0.507,16.93,17.3,01a57857o0609o
57857.59598,15.035,0.926,3515,3253,o,0,1.23,219.42633,2.2845,6422.02,4855.42,4.39,3.93,0.8,-0.339,14.41,14.11,01a57857o0637o
57858.55133,18.854,0.449,104,47,o,0,2.65,219.42633,2.2845,6759.82,5256.29,3.54,3.3,-42.9,-0.485,18.21,19.46,01a57858o0466o
57858.56534,-21.632,59.429,-8,480,o,0,0.02,219.42633,2.2845,6779.3,5293.72,3.61,3.32,-42.5,-0.483,18.16,19.4,01a57858o0494o
57858.58004,-20.622,2.559,-20,52,o,0,1.87,219.42633,2.2845,6718.9,5218,3.7,3.4,-46.7,-0.474,18.09,19.34,01a57858o0524o
57858.5944,19.346,0.923,66,61,o,0,1.59,219.42633,2.2845,6700.61,5333.2,3.81,3.5,-46.6,-0.467,18.01,19.23,01a57858o0553o
57861.59505,21.098,2.75,13,36,o,0,3.91,219.42633,2.2845,6247.01,6575.17,3.8,3.62,-37.6,-0.466,17.99,19.45,01a57861o0438o
57861.60793,21.016,2.952,14,42,o,0,3.58,219.42633,2.2845,6264.66,6614.33,3.84,3.64,-38.7,-0.465,17.93,19.35,01a57861o0464o
57861.62093,-21.962,7.778,-6,46,o,0,3.44,219.42633,2.2845,6184.76,6536.4,3.8,3.62,-43.6,-0.461,17.85,19.15,01a57861o0490o
57861.63276,-20.071,3.341,-34,114,o,0,1.2,219.42633,2.2845,6164.87,6652.24,4.12,3.88,-40.9,-0.452,17.13,17.85,01a57861o0514o
57862.59306,19.825,0.873,43,37,o,0,2.98,219.42633,2.2845,6727.83,3764.6,3.59,3.4,-57.4,-0.477,17.98,19.43,01a57862o0186o
57862.60497,-20.833,2.31,-17,39,o,0,2.36,219.42633,2.2845,6746.76,3803.76,3.53,3.31,-61.7,-0.477,17.95,19.32,01a57862o0210o
57862.61698,22.355,8.429,4,35,o,0,1.84,219.42633,2.2845,6686.99,3726.13,3.54,3.31,-52.8,-0.478,17.91,19.25,01a57862o0234o
57862.62839,-19.994,1.491,-36,54,o,0,1.36,219.42633,2.2845,6667.99,3842.64,3.72,3.39,-59.1,-0.475,17.55,18.59,01a57862o0257o
57865.57883,20.119,1.265,33,41,o,0,2.02,219.42633,2.2845,8454.73,5577.41,3.34,3.19,-31.2,-0.49,17.89,19.3,01a57865o0733o
57865.59222,20.477,1.816,23,42,o,0,1.63,219.42633,2.2845,8473.21,5616.41,3.34,3.17,-37.7,-0.497,17.93,19.27,01a57865o0760o
57865.60507,19.833,0.844,42,36,o,0,1.68,219.42633,2.2845,8411.87,5541.1,3.38,3.17,-32.5,-0.494,18.05,19.38,01a57865o0786o
57865.61742,-18.553,0.361,-138,50,o,0,3.29,219.42633,2.2845,8391.85,5656.83,3.63,3.39,-31.2,-0.491,17.62,18.96,01a57865o0811o
57866.57891,-15.043,0.738,-3491,2575,o,0,0.89,219.42633,2.2845,6318.17,4893.06,3.74,3.65,-32.4,-0.508,14.91,16.49,01a57866o0735o
57866.59178,17.485,0.145,368,53,o,0,9.72,219.42633,2.2845,6336.39,4933.06,3.28,3.12,-57,-0.492,17.67,19.06,01a57866o0761o
57866.60478,16.409,0.077,992,76,o,0,16.34,219.42633,2.2845,6276.67,4855.14,4.08,3.97,-9.8,-0.47,17.31,18.84,01a57866o0787o
57868.56011,-21.228,1.181,-12,14,c,0,1.45,219.42633,2.2845,2983.87,2955.19,3.01,2.65,15.4,-0.448,19.24,20.3,02a57868o0418c
57868.57319,-20.435,0.664,-24,16,c,0,1.09,219.42633,2.2845,2965.72,2916.09,3.17,2.78,13.7,-0.445,19.14,20.24,02a57868o0443c
57868.58631,21.048,0.975,14,14,c,0,1.44,219.42633,2.2845,3024.56,2994.01,3.06,2.65,14.7,-0.451,19.1,20.07,02a57868o0468c
57868.59939,-23.267,8.111,-2,14,c,0,1.68,219.42633,2.2845,3042.65,2878.07,3.28,2.84,12.3,-0.437,19,20.03,02a57868o0493c
57868.61298,21.517,2.13,9,19,c,0,0.96,219.42633,2.2845,3006.1,2934.96,3.19,2.82,16.4,-0.439,18.93,19.91,02a57868o0519c
57869.57023,17.933,0.126,244,31,o,0,2.8,219.42633,2.2845,7762.9,6939.77,3.27,3.12,-5.7,-0.509,18.34,19.92,01a57869o0610o
57869.58311,18.659,0.272,125,34,o,0,1.84,219.42633,2.2845,7780.63,6979.54,3.33,3.22,-12.8,-0.503,18.27,19.83,01a57869o0636o
57869.5961,19.787,0.716,44,32,o,0,3.34,219.42633,2.2845,7718.95,6902.12,3.37,3.18,-8.9,-0.5,18.22,19.76,01a57869o0662o
57869.60797,19.459,0.573,60,34,o,0,3.69,219.42633,2.2845,7699.24,7018.62,3.44,3.29,-13.8,-0.496,18.11,19.59,01a57869o0686o
57876.46212,-20.315,0.642,-27,17,o,0,1.22,219.42633,2.2845,4531.82,6478.08,2.04,1.8,33.9,-0.538,19.5,20.44,02a57876o0341o
57876.48368,21.416,1.491,10,15,o,0,1.58,219.42633,2.2845,4513.14,6439.32,2.03,1.82,30,-0.53,19.51,20.5,02a57876o0381o
57876.5188,22.019,3.05,6,17,o,0,1.32,219.42633,2.2845,4593.98,6401.15,2.03,1.85,22,-0.526,19.48,20.39,02a57876o0446o
57876.53363,22.325,4,4,17,o,0,1.35,219.42633,2.2845,4556.02,6457.22,1.98,1.85,21.2,-0.53,19.41,20.29,02a57876o0473o
57878.48052,22.579,7.176,3,24,o,0,1.73,219.42633,2.2845,7645.4,7322.96,3.32,2.93,-44.5,-0.467,18.86,19.97,01a57878o0280o
57878.49273,-20.547,1.119,-22,24,o,0,2.29,219.42633,2.2845,7585.42,7245.5,3.66,3.04,-40.8,-0.455,18.85,19.97,01a57878o0304o
57878.5085,-21.44,2.976,-10,29,o,0,1.68,219.42633,2.2845,7568.41,7361.78,3.75,3.15,-37.3,-0.447,18.82,19.99,01a57878o0335o
57881.36511,19.679,0.726,49,35,o,0,1.07,219.42633,2.2845,5375.74,5028,3.05,3.02,-64.3,-0.461,18.27,18.76,01a57881o0285o
57881.38835,19.25,0.513,72,37,o,0,0.97,219.42633,2.2845,5350.52,4983.59,3.1,3.04,-57.9,-0.464,18.32,18.85,01a57881o0325o
57881.4027,-19.913,0.79,-39,31,o,0,1.44,219.42633,2.2845,5408.55,5061.15,3.15,3.03,-57.9,-0.459,18.35,18.89,01a57881o0352o
57881.41398,-21.195,2.368,-12,29,o,0,1.28,219.42633,2.2845,5424.26,4943.96,3.11,2.96,-60.7,-0.465,18.37,18.87,01a57881o0373o
57886.46417,21.2,1.825,12,22,o,0,1.88,219.42633,2.2845,6262.66,4587.14,3.37,2.93,-37.2,-0.46,18.6,19.56,01a57886o0500o
57886.47795,21.627,3.268,8,26,o,0,1.24,219.42633,2.2845,6292.01,4678.47,3.44,2.97,-57.4,-0.447,18.61,19.47,01a57886o0528o
57886.49163,19.884,0.691,40,28,o,0,1.32,219.42633,2.2845,6241.7,4654.26,3.28,2.84,-52.9,-0.467,18.61,19.4,01a57886o0556o
57888.50785,20.491,0.892,23,21,o,0,1.02,219.42633,2.2845,3518.34,3367.59,2.41,2.39,-39.8,-0.417,19.08,19.88,02a57888o0009o
57888.52574,21.074,1.466,14,20,o,0,0.99,219.42633,2.2845,3480.94,3423.28,2.41,2.32,7,-0.422,19.04,19.76,02a57888o0042o
57892.45354,20.572,0.837,21,18,o,0,1.17,219.42633,2.2845,2210.82,5284.94,2.29,2.05,-5,-0.508,19.59,20.8,02a57892o0410o
57892.46784,-20.918,1.021,-16,16,o,0,1.13,219.42633,2.2845,2195.15,5245.39,2.33,2.09,0.7,-0.482,19.58,20.73,02a57892o0437o
57892.48209,21.255,1.279,11,15,o,0,1.35,219.42633,2.2845,2254.99,5322.69,2.24,2.03,-6.3,-0.488,19.51,20.58,02a57892o0464o
57892.51146,19.768,0.392,45,18,o,0,1.2,219.42633,2.2845,2237.54,5262.49,2.29,2.01,-3.3,-0.485,19.38,20.37,02a57892o0519o
57893.43472,17.423,0.065,390,25,o,0,3.68,219.42633,2.2845,7257.42,5490.36,5.73,4.81,76.8,-0.3,18.84,20.87,01a57893o0390o
57893.45119,15.602,0.049,2086,102,o,0,6.27,219.42633,2.2845,7286.42,5594,5.8,4.82,77,-0.291,18.81,20.81,01a57893o0423o
57893.46762,16.667,0.049,782,38,o,0,5.55,219.42633,2.2845,7238.97,5580.8,6.01,4.91,75.9,-0.279,18.75,20.71,01a57893o0456o
57893.48404,16.645,0.05,798,40,o,0,5.71,219.42633,2.2845,7230.77,5757.49,5.98,5.05,73.5,-0.309,18.71,20.64,01a57893o0489o
57897.42538,20.252,0.54,29,16,o,0,1.64,219.42633,2.2845,4618.07,4245.52,3.21,2.93,-60.1,-0.452,19.36,20.84,01a57897o0358o
57897.44187,20.258,0.561,29,16,o,0,1.65,219.42633,2.2845,4648.72,4349.28,3.2,2.84,-59.2,-0.451,19.36,20.89,01a57897o0391o
57897.47431,-22.108,2.929,-5,15,o,0,1.72,219.42633,2.2845,4595.13,4510.12,3.34,2.92,-59.8,-0.441,19.3,20.75,01a57897o0456o
57898.41972,-20.133,0.579,-32,19,o,0,3.9,219.42633,2.2845,8239.45,6579.51,4.24,3.06,-50.1,-0.462,19.32,20.94,01a57898o0211o
57898.43626,-20.073,0.478,-34,16,o,0,4.89,219.42633,2.2845,8269.83,6684.57,4.1,3.01,-51.7,-0.478,19.38,20.97,01a57898o0244o
57898.45278,20.001,0.53,36,19,o,0,2.56,219.42633,2.2845,8222.27,6671.64,4.32,3.2,-51.2,-0.447,19.29,20.91,01a57898o0277o
57898.46875,-20.293,0.723,-28,20,o,0,1.88,219.42633,2.2845,8213.91,6847.15,4.42,3.18,-52,-0.443,19.29,20.87,01a57898o0309o
57900.43042,20.464,0.53,24,13,c,0,1.42,219.42633,2.2845,3264.31,3750.93,2.77,2.3,16,-0.474,19.76,21.45,02a57900o0347c
57900.44758,20.846,0.792,17,13,c,0,1.59,219.42633,2.2845,3245.67,3712.26,2.72,2.27,15.1,-0.468,19.73,21.42,02a57900o0379c
57900.46522,19.684,0.262,49,13,c,0,1.59,219.42633,2.2845,3304.13,3789.4,2.74,2.32,14.6,-0.475,19.69,21.36,02a57900o0412c
57900.48289,-21.033,0.99,-14,14,c,0,1.24,219.42633,2.2845,3327.73,3673.3,2.77,2.3,15.2,-0.472,19.65,21.27,02a57900o0445c
57900.50043,19.729,0.307,47,14,c,0,1.46,219.42633,2.2845,3290.73,3729.58,2.79,2.34,14.3,-0.474,19.6,21.23,02a57900o0478c
57901.40889,-21.701,2.636,-8,20,o,0,2.29,219.42633,2.2845,7565.12,7017.93,4.82,3.3,-50,-0.413,19.09,20.74,01a57901o0143o
57901.42546,-20.431,0.73,-24,18,o,0,4.09,219.42633,2.2845,7592.8,7121.71,4.94,3.48,-48.6,-0.408,19.16,20.83,01a57901o0176o
57901.44195,20.149,0.637,32,20,o,0,2.78,219.42633,2.2845,7544.51,7109.35,5.11,3.61,-50.5,-0.401,19.1,20.81,01a57901o0209o
57901.45848,-21.58,2.303,-8,20,o,0,4.9,219.42633,2.2845,7537.31,7287.8,4.89,3.4,-48.3,-0.431,19.24,20.8,01a57901o0242o
57902.40664,19.43,0.279,61,17,o,0,9.04,219.42633,2.2845,7334.83,5222.07,4.22,3.16,-54.1,-0.473,19.25,20.95,01a57902o0337o
57902.43955,21.078,1.816,14,24,o,0,1.97,219.42633,2.2845,7316.93,5313.31,4.38,3.32,-49.6,-0.449,18.94,20.62,01a57902o0403o
57902.45604,20.19,0.697,30,21,o,0,1.97,219.42633,2.2845,7312.02,5492.6,4.53,3.43,-53.2,-0.439,19.01,20.8,01a57902o0436o
57904.40316,20.511,0.494,23,11,c,0,0.97,219.42633,2.2845,2151.91,4061.95,2.92,2.67,-59.3,-0.383,19.63,21.33,02a57904o0138c
57904.40723,21.637,1.3,8,10,c,0,1.56,219.42633,2.2845,2110.39,4118.37,2.9,2.66,-63.7,-0.385,19.62,21.35,02a57904o0146c
57905.44521,20.423,0.633,25,16,o,0,1.85,219.42633,2.2845,5369.86,5069.05,3.04,2.69,-56.8,-0.473,19.39,20.68,01a57905o0157o
57906.37513,18.49,0.378,146,55,o,0,1.68,219.42633,2.2845,4531.76,7096.66,3.29,2.89,61.3,-0.423,18.21,18.92,01a57906o0200o
57906.39274,-24.514,116.5,-1,66,o,0,1.44,219.42633,2.2845,4560.23,7205.85,3.22,2.89,59.5,-0.423,18.05,18.64,01a57906o0235o
57906.4097,19.079,1.082,85,92,o,0,1.71,219.42633,2.2845,4510.89,7197.11,3.22,2.83,64.6,-0.442,17.77,18.31,01a57906o0269o
57906.42663,-24.344,59,-1,39,o,0,1.66,219.42633,2.2845,4502.3,7378.43,3.03,2.83,65.2,-0.45,18.41,19.21,01a57906o0303o
57908.36629,20.12,2.265,32,74,o,0,0.92,219.42633,2.2845,4204.17,4698.04,2.62,2.49,-47.8,-0.415,17.39,17.57,02a57908o0249o
57908.39003,19.557,1.074,55,59,o,0,0.99,219.42633,2.2845,4188.03,4663.18,2.99,2.83,-50.2,-0.421,17.73,18.12,02a57908o0292o
57908.40169,20.004,1.339,36,48,o,0,1.03,219.42633,2.2845,4243.76,4738.29,2.73,2.52,-53.1,-0.431,17.87,18.03,02a57908o0315o
57908.42045,-18.037,0.413,-222,91,o,0,1.35,219.42633,2.2845,4263.81,4621.15,2.69,2.48,-51.3,-0.446,17.38,17.5,02a57908o0352o
57908.43972,-18.321,0.887,-170,151,o,0,2.24,219.42633,2.2845,4228.63,4678.3,2.69,2.56,-55.4,-0.495,16.63,16.82,02a57908o0390o
57909.3435,22.054,8.292,6,45,o,0,1.01,219.42633,2.2845,5655.16,4111.9,3.68,3.37,43.1,-0.408,18.15,18.97,01a57909o0214o
57909.36489,22.167,9.04,5,45,o,0,0.97,219.42633,2.2845,5687.76,4233.41,3.42,3.12,56.3,-0.423,18.19,18.93,01a57909o0257o
57909.38737,18.88,0.502,102,51,o,0,0.95,219.42633,2.2845,5638.88,4246.95,3.24,2.94,63.3,-0.439,18.18,18.92,01a57909o0300o
57909.39996,18.657,0.377,125,47,o,0,0.94,219.42633,2.2845,5628.57,4414,3.29,2.96,57.1,-0.44,18.2,18.87,01a57909o0325o
57913.38925,21.003,4.559,14,66,o,0,0.6,219.42633,2.2845,5263.69,4460.3,3.84,3.13,9.4,-0.421,17.93,18.51,01a57913o0294o
57913.4032,18.874,0.291,102,30,o,0,1.5,219.42633,2.2845,5291.72,4553.69,3.29,2.98,52.3,-0.428,18.42,18.99,01a57913o0320o
57913.41752,21.137,2.883,13,37,o,0,1.09,219.42633,2.2845,5240.04,4532.24,3.54,3.19,23.7,-0.405,18.17,18.82,01a57913o0346o
57913.4308,20.262,1.543,28,44,o,0,1.33,219.42633,2.2845,5229.89,4697.75,3.4,3.03,52.2,-0.415,17.97,18.45,01a57913o0373o
57914.42657,-20.651,2.553,-20,51,o,0,1.54,219.42633,2.2845,5900.32,7508.37,3.15,2.83,58,-0.453,18.54,19.16,01a57914o0358o
57914.44274,20.78,3.098,18,55,o,0,1.66,219.42633,2.2845,5931.19,7607.52,3.14,2.81,64.1,-0.45,18.48,19.07,01a57914o0389o
57914.45991,19.686,1.19,48,58,o,0,1.79,219.42633,2.2845,5884.91,7585.76,3.12,2.94,68.9,-0.455,18.42,18.95,01a57914o0422o
57914.47612,19.383,1.069,64,68,o,0,1.61,219.42633,2.2845,5878.33,7752.19,3.01,2.86,82.2,-0.472,18.37,18.81,01a57914o0453o
57917.36419,24.287,25.5,1,18,o,0,2.45,219.42633,2.2845,5841.35,7160.82,3.23,2.88,54.6,-0.435,19.23,20.38,01a57917o0141o
57917.38093,20.439,0.757,24,18,o,0,2.37,219.42633,2.2845,5871.1,7267.07,3.15,2.87,61.4,-0.441,19.18,20.31,01a57917o0174o
57917.39804,19.2,0.24,76,18,o,0,2.56,219.42633,2.2845,5818.36,7257.46,3.02,2.84,65.8,-0.453,19.16,20.2,01a57917o0208o
57917.41316,20.278,0.656,28,18,o,0,1.92,219.42633,2.2845,5808.54,7428.94,3.08,2.89,66.3,-0.446,19.07,20.11,01a57917o0238o
57918.34994,20.193,0.389,30,12,o,0,3.17,219.42633,2.2845,5116.83,4592.17,3.17,2.88,63.3,-0.432,19.45,21.05,01a57918o0224o
57918.37277,20.054,0.592,35,20,o,0,0.87,219.42633,2.2845,5150.56,4719.32,3.09,2.8,72.5,-0.441,19.3,20.51,01a57918o0270o
57918.40573,19.977,0.509,37,19,o,0,3.08,219.42633,2.2845,5091.93,4886.12,2.91,2.79,83.7,-0.454,19.15,20.24,01a57918o0336o
57919.38265,17.014,0.321,568,183,o,0,2.64,219.42633,2.2845,5038.41,6120.97,3.78,3.38,67.6,-0.411,16.6,17.98,01a57919o0278o
57919.39167,21.018,3.303,14,47,o,0,1.25,219.42633,2.2845,4984.47,6078.41,3.43,3.1,58.3,-0.408,18.05,19.19,01a57919o0296o
57919.40019,19.729,0.482,47,22,o,0,2.5,219.42633,2.2845,4970.2,6228.37,3.38,3.21,75.6,-0.422,19.05,20.37,01a57919o0313o
57923.37124,-22.254,8.889,-5,40,o,0,1.3,219.42633,2.2845,5855.88,7055.97,3.38,3.04,46.1,-0.417,18.26,19.76,01a57923o0260o
57923.38023,-20.548,1.267,-22,28,o,0,2,219.42633,2.2845,5881.35,7129.66,3.23,2.83,56.3,-0.437,18.58,19.99,01a57923o0278o
57923.38969,-21.742,6,-7,44,o,0,1.03,219.42633,2.2845,5827.81,7088.32,3.24,2.87,59.2,-0.443,18.27,19.66,01a57923o0297o
57923.39867,20.811,2.256,17,39,o,0,1.47,219.42633,2.2845,5812.87,7238.9,3.13,2.81,59.5,-0.435,18.3,19.7,01a57923o0315o
57924.36497,-20.06,0.359,-34,12,o,0,1.88,219.42633,2.2845,5028.97,6020.09,2.29,2.12,-55,-0.457,19.73,21.02,02a57924o0153o
57927.36601,20.363,0.5,26,13,o,0,3.16,219.42633,2.2845,7884.74,5727.34,3.5,2.89,49.7,-0.417,19.49,21.24,01a57927o0233o
57927.37491,21.015,0.96,14,14,o,0,2.92,219.42633,2.2845,7909.71,5800.51,3.47,2.95,52.6,-0.415,19.47,21.19,01a57927o0251o
57927.3844,20.334,0.419,27,11,o,0,4.65,219.42633,2.2845,7855.11,5759.12,3.33,2.81,49.8,-0.444,19.51,21.16,01a57927o0270o
57927.3934,-19.993,0.433,-36,16,o,0,2.25,219.42633,2.2845,7841.42,5908.28,3.33,2.89,53.2,-0.428,19.46,21.12,01a57927o0288o
57931.35572,19.971,0.537,37,20,o,0,1.7,219.42633,2.2845,5512.55,7082.8,3.18,2.92,57,-0.429,19.06,20.61,01a57931o0237o
57931.36458,21.188,1.167,12,14,o,0,3.03,219.42633,2.2845,5537.22,7156.67,3.11,2.91,66.3,-0.435,19.39,20.97,01a57931o0255o
57931.374,21.328,1.453,11,16,o,0,3.15,219.42633,2.2845,5483.09,7114.99,3.06,2.83,61.4,-0.444,19.46,21.02,01a57931o0274o
57931.38296,-21.173,1.236,-12,15,o,0,3.4,219.42633,2.2845,5469.26,7264.56,3.08,2.89,68.6,-0.438,19.45,20.98,01a57931o0292o
57935.31304,21.919,4,6,25,o,0,2.37,219.42633,2.2845,7815.85,7210.7,4.12,3.33,6.8,-0.415,18.83,20.18,01a57935o0147o
57935.32148,21.439,2.537,10,24,o,0,2.09,219.42633,2.2845,7840.05,7282.63,3.66,3.46,51.3,-0.408,18.89,20.2,01a57935o0164o
57935.32989,20.686,1.122,19,22,o,0,2.46,219.42633,2.2845,7784.96,7239.06,3.34,3.13,76.2,-0.42,19,20.21,01a57935o0181o
57935.33832,20.133,0.649,32,21,o,0,2.86,219.42633,2.2845,7770.86,7388.34,3.42,3.23,74.8,-0.42,18.98,20.19,01a57935o0198o
57939.34072,19.682,0.905,49,44,o,0,1.43,219.42633,2.2845,6539.72,6733.09,3.08,2.88,-65.3,-0.464,18.67,19.42,01a57939o0203o
57939.34965,-21.655,4.543,-8,36,o,0,2.21,219.42633,2.2845,6564.94,6805.48,3.08,2.89,-66.1,-0.461,18.67,19.39,01a57939o0221o
57939.35808,19.512,0.792,57,45,o,0,1.66,219.42633,2.2845,6511.05,6760.02,3.24,3.02,-65.9,-0.449,18.55,19.34,01a57939o0238o
57939.36702,19.858,1.018,41,42,o,0,1.69,219.42633,2.2845,6496.17,6908.24,3.19,2.99,-65.1,-0.45,18.52,19.29,01a57939o0256o
57942.35594,-21.528,4.367,-9,39,o,0,1.46,219.42633,2.2845,5827.27,7636.15,3.16,3.06,71.9,-0.441,18.61,19.48,01a57942o0217o
57942.36288,19.914,1.005,39,40,o,0,1.9,219.42633,2.2845,5851.77,7699.6,3.21,3.11,70.5,-0.434,18.59,19.42,01a57942o0231o
57942.3708,-19.936,1.241,-38,48,o,0,1.41,219.42633,2.2845,5798.74,7649.98,3.38,3.21,-0.9,-0.419,18.49,19.35,01a57942o0247o
57942.37827,21.217,4.036,12,48,o,0,1.76,219.42633,2.2845,5765.82,7792,3.45,3.32,-11.3,-0.422,18.49,19.31,01a57942o0262o
57943.3372,19.836,0.632,42,27,o,0,1.9,219.42633,2.2845,5149.07,4061.68,3.15,2.86,55.7,-0.449,18.59,19.27,01a57943o0181o
57943.34462,20.033,0.995,35,35,o,0,1.26,219.42633,2.2845,5173.38,4127.89,3.17,2.88,58.2,-0.444,18.29,18.87,01a57943o0196o
57943.35204,19.884,1.142,40,46,o,0,1.09,219.42633,2.2845,5119.86,4077.8,3.07,2.86,70.3,-0.462,18.04,18.51,01a57943o0211o
57943.3595,19.465,1.042,59,62,o,0,1.18,219.42633,2.2845,5105.58,4220.6,3.11,2.91,65.2,-0.454,17.64,17.96,01a57943o0226o
57945.2756,-21.427,1.282,-10,12,o,0,2,219.42633,2.2845,3471.57,6271.14,2.02,1.96,-52.9,-0.485,19.62,20.52,02a57945o0069o
57945.28872,20.16,0.571,31,18,o,0,0.96,219.42633,2.2845,3453.3,6233.88,1.98,1.9,-75.2,-0.496,19.48,20.17,02a57945o0094o
57945.29323,-20.463,0.763,-24,18,o,0,1.42,219.42633,2.2845,3516.54,6315.32,2,1.94,-67.8,-0.482,19.39,20.1,02a57945o0103o
57945.30334,-22.934,8.393,-2,20,o,0,0.89,219.42633,2.2845,3533.76,6190.81,2.02,1.96,-79,-0.507,19.31,20.01,02a57945o0120o
57949.31572,20.575,0.613,21,13,o,0,2.26,219.42633,2.2845,4278.82,4780.62,2.1,2.01,83.9,-0.49,19.65,20.89,02a57949o0152o
57949.32406,21.215,1.098,12,13,o,0,1.59,219.42633,2.2845,4261.32,4742.71,2.05,1.98,-89.3,-0.496,19.7,20.88,02a57949o0169o
57951.3105,20.044,0.505,35,18,o,0,1.21,219.42633,2.2845,8244.68,6857.92,2.94,2.52,-85.2,-0.467,19.45,20.9,01a57951o0125o
57951.31887,-20.775,0.926,-18,16,o,0,1.26,219.42633,2.2845,8269.52,6928.07,2.94,2.48,-85.3,-0.469,19.46,20.87,01a57951o0142o
57951.32714,24.32,20,1,14,o,0,2.6,219.42633,2.2845,8215.31,6881.62,3.01,2.51,-86.1,-0.466,19.39,20.87,01a57951o0159o
57951.33593,-21.189,1.382,-12,17,o,0,1.09,219.42633,2.2845,8201.49,7030.01,3.1,2.56,-85.9,-0.458,19.39,20.83,01a57951o0177o
57953.32916,-20.854,1.073,-16,18,o,0,0.75,219.42633,2.2845,1566.15,4715.42,2.21,2.06,33.8,-0.492,19.41,20.41,02a57953o0048o
57955.30011,20.327,0.76,27,20,o,0,1.82,219.42633,2.2845,7711.16,5569.1,3.36,2.83,-86.8,-0.442,19.11,20.41,01a57955o0120o
57955.30903,20.08,0.582,34,20,o,0,1.79,219.42633,2.2845,7736.73,5641.19,3.34,2.92,-84.5,-0.435,19.1,20.37,01a57955o0138o
